# NaN -110
# X, Y, HEADING, 00:90:d0:e6:24:db, 08:76:ff:bd:a4:e1, c2:9f:db:67:73:50, c2:9f:db:67:74:84, 2a:28:5d:3b:19:3c, c2:9f:db:8d:99:44, c2:9f:db:8d:99:65, 10:7b:ef:d3:f2:8e, 9c:ad:97:7f:fa:01, c8:be:19:0a:b5:38, c2:9f:db:67:75:07, 22:7b:ef:d3:f2:8e, 22:7b:ef:d3:f2:8d, b0:00:b4:7f:b1:ef, 00:14:7f:18:e5:21, 02:27:b7:8e:03:8a, 00:90:d0:da:d4:39, 00:22:6b:7c:33:70, 00:21:96:0b:20:1c, 00:21:96:0b:20:1d, 02:7b:ef:d3:f2:8e, 2a:28:5d:3a:fc:c4, c8:b3:73:5c:81:dd, 32:7b:ef:d3:f2:8d, c8:3a:35:45:56:c0, 58:6d:8f:82:a6:de, 12:7b:ef:d3:f2:8e, 12:7b:ef:d3:f2:8d, 94:a7:b7:29:c6:bc, 10:7b:ef:d3:f5:dc, 06:27:22:ef:a4:61, 6e:9e:ff:71:17:34, 08:10:76:11:84:8f, 6c:fa:89:17:f5:90, 08:76:ff:c5:e3:a9, 5e:9e:ff:71:17:34, 92:b2:dc:6e:c1:b9, 22:7b:ef:d3:f5:dc, a2:b2:dc:6e:c1:b9, c2:9f:db:f7:42:b2, 38:46:08:d5:ef:8b, c2:9f:db:8d:99:48, 00:24:97:9f:83:41, 94:a7:b7:29:c7:70, b0:b2:dc:6e:c1:b9, 6c:c2:17:dd:e9:80, 02:20:b0:78:fd:73, 12:7b:ef:d3:f5:dc, 24:a4:3c:04:37:8b, 08:76:ff:bd:90:25, 82:b2:dc:6e:c1:b9, 50:9f:db:b1:96:0c, 00:0f:60:08:84:73, b8:a3:86:5e:dd:ea, c2:9f:db:b1:b0:72, 0a:18:d6:9d:27:6e, c0:25:06:e7:28:a6, 94:a7:b7:2a:5a:e1, 4e:9e:ff:71:17:34, c2:9f:db:b1:b0:cd, 0e:18:d6:9d:27:6e, 54:be:53:8a:c4:e2, 02:7b:ef:d3:f5:dc, c2:9f:db:f7:3e:c7, c2:9f:db:8d:99:5e, c2:9f:db:8d:99:3b, c2:9f:db:8d:99:4c, ac:64:62:81:79:e4, 22:7b:ef:d3:f5:db, c2:9f:db:8d:99:52, 32:7b:ef:d3:f5:db, dc:eb:94:22:ad:01, dc:eb:94:22:ad:02, 10:7b:ef:d3:f2:8d, 0a:18:d6:9d:1c:73, c2:9f:db:f7:3e:fc, c2:9f:db:8d:99:4a, 00:14:7f:1e:e7:17, dc:9f:db:b2:b0:eb, c4:9a:02:0f:31:8a, dc:9f:db:b2:b0:cd, 6c:c2:17:dd:f9:00, 0e:18:d6:9d:1c:73, c2:9f:db:95:c2:ab, 00:24:a8:ba:9b:90, c0:8a:de:1e:6a:a8, c2:9f:db:f7:3e:d7, c2:9f:db:8d:99:58, c0:25:06:e7:28:a5, 10:7b:ef:d3:f5:db, 34:31:c4:c9:ac:d1, 34:31:c4:c9:ac:d2, 12:7b:ef:d3:f5:db, 90:48:9a:02:3f:85, f4:7f:35:85:95:70, 66:56:8a:97:54:bf, 6c:fa:89:17:f5:91, d0:bf:9c:ac:61:53, c2:9f:db:b1:b0:eb, 00:24:c4:1a:a5:e3, 00:24:c4:1a:a5:e2, 00:14:7f:c7:36:73, 2c:95:7f:46:3f:51, 4a:d9:e7:45:ed:77, 04:bd:88:a9:08:33, dc:9f:db:b2:b0:72, e8:de:27:96:aa:62, 04:bd:88:a9:08:32, 04:bd:88:a9:08:31, 04:bd:88:a9:08:30, 06:27:22:ef:a3:8d, dc:eb:94:22:ad:00, c2:9f:db:8d:99:45, 00:90:d0:4a:6e:37, 4c:9e:ff:71:17:34, 62:45:b0:54:54:eb, 92:48:9a:4c:a9:07, fc:15:b4:3d:66:f1, 34:af:2c:96:b6:22, c0:56:27:12:fd:45, 00:24:c4:1a:a5:e0, b0:00:b4:7f:b1:e0, 00:18:0a:d8:a1:90, a2:b2:dc:6e:c1:b8, 14:60:80:6b:39:23, 82:b2:dc:6e:c1:b8, 28:10:7b:f2:8f:42, fc:8b:97:19:ec:d3, 54:be:53:8a:c8:75, 0a:18:d6:93:01:53, fc:8f:97:19:ec:d0, 0e:18:d6:9f:63:b6, 0a:18:d6:91:f8:d8, 02:18:1a:d8:a1:90, 92:b2:dc:6e:c1:b8, 4e:9e:ff:71:17:33, ac:7f:3e:eb:3e:4d, 06:18:d6:91:f6:71, 5e:9e:ff:71:15:2d, c8:3a:35:1b:93:68, 6e:9e:ff:71:15:2d, 04:18:d6:91:f6:70, 4e:9e:ff:71:15:2d, 4c:9e:ff:71:15:2d, 6e:9e:ff:71:15:2c, 24:a4:3c:04:38:ea, c2:9f:db:95:c2:a8, c2:9f:db:f7:3e:fe, a8:a6:68:db:d7:f3, ec:8a:4c:93:15:74, 00:24:97:9f:83:43, 04:bd:88:a9:dd:f2, 04:bd:88:a9:dd:f3, 04:bd:88:a9:dd:f0, 04:bd:88:a9:dd:f1, 5e:9e:ff:71:15:2c, 4e:9e:ff:71:15:2c, 92:68:c3:fc:17:2c, b0:b2:dc:6e:c1:b8, 90:94:e4:cd:5f:76, 32:f7:72:22:9e:2f, 08:76:ff:bd:90:0f, b4:75:0e:cc:c7:25, 00:24:97:9f:83:40, 00:24:c4:1a:a5:e1, 4a:d9:e7:47:01:fc, e4:8d:8c:d7:35:db, 00:24:17:31:ac:95, 00:16:3e:11:97:98, 00:24:17:41:32:e8, 88:1f:a1:45:1e:ff, c2:9f:db:f7:41:6a, c0:11:73:b6:67:87, 6e:9e:ff:71:17:33, 04:bd:88:a8:c8:71, 04:bd:88:a8:c8:72, 04:bd:88:a8:c8:73, 04:bd:88:a8:c8:70, 6c:19:8f:e8:d6:5a, 02:1a:11:f1:ca:eb, f4:81:39:f5:c8:5e, 0a:18:d6:9f:63:b6, b0:5a:da:75:06:12, 88:1f:a1:44:3c:09, c2:9f:db:9b:6c:85, 00:24:17:33:d8:b1, e2:c8:f1:ba:72:28, 00:24:97:9f:83:42, 00:14:7f:c7:17:35, 72:77:81:d0:f0:15, 34:64:a9:63:9f:0f, 62:6d:c7:7e:2e:93, 4c:9e:ff:71:15:2c, 00:22:3f:4b:35:18, 5e:9e:ff:71:17:33, a0:14:3d:62:f3:5f
35.130294689289414, 33.370778860481295, 180, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -62, -110, -110, -110, -110, -110, -110, -110, -110, -69, -110, -110, -110, -110, -110, -59, -110, -110, -110, -110, -110, -67, -110, -110, -71, -110, -83, -110, -110, -77, -110, -110, -110, -58, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -72, -44, -61, -110, -110, -73, -52, -110, -71, -63, -64, -67, -110, -110, -110, -110, -110, -110, -110, -66, -110, -110, -110, -78, -110, -110, -110, -110, -110, -110, -70, -110, -110, -110, -110, -65, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -86, -71, -88, -110, -89, -70, -88, -90, -110, -67, -76, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -70, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13000408236033, 33.371848517025896, 270, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -56, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -87, -110, -110, -110, -110, -110, -110, -110, -110, -79, -110, -110, -110, -77, -110, -84, -110, -110, -110, -79, -110, -110, -110, -110, -110, -110, -110, -110, -110, -83, -110, -110, -110, -110, -110, -110, -68, -73, -69, -110, -79, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -86, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.129671993487065, 33.37155271321535, 0, -110, -97.5, -110, -91, -110, -110, -87, -110, -110, -88.5, -110, -110, -110, -110, -94, -110, -110, -94, -110, -110, -110, -110, -110, -94.5, -110, -110, -110, -110, -110, -110, -110, -110, -93, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -94, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -85, -110, -110, -110, -94.5, -96.5, -96.5, -110, -110, -110, -110, -110, -110, -110, -110, -95.5, -110, -110, -110, -110, -110, -110, -110, -87.8, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13002736393788, 33.37173141539097, 90, -110, -102.5, -88.5, -84, -97, -88.5, -85.8, -99, -110, -110, -85.8, -98, -110, -93.8, -110, -110, -93.5, -110, -110, -110, -98.2, -101.8, -110, -102.2, -110, -89, -98.2, -110, -110, -110, -110, -110, -110, -110, -110, -110, -97.8, -110, -98, -94, -110, -93, -110, -110, -98.5, -110, -110, -110, -110, -89, -98.8, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -91.2, -88, -91.2, -91.5, -110, -110, -94.2, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -96, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -102.2, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13005258047036, 33.37154009049382, 90, -110, -81, -56, -110, -75, -89, -110, -110, -110, -110, -74, -110, -110, -78, -110, -44, -67, -110, -110, -110, -110, -110, -110, -110, -76, -68, -110, -110, -110, -110, -87, -83, -110, -110, -71, -83, -78, -110, -79, -72, -110, -73, -110, -110, -80, -110, -110, -110, -110, -64, -79, -110, -110, -110, -110, -110, -90, -110, -85, -88, -110, -110, -110, -67, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -90, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -79, -110, -75, -110, -73, -110, -110, -110, -110, -110, -110, -110, -110, -76, -79, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13014340606016, 33.37061388151565, 180, -110, -110, -110, -72, -110, -83, -77, -110, -110, -110, -60, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -80, -110, -110, -110, -110, -110, -110, -110, -110, -110, -81, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -80, -110, -65, -71, -74, -110, -110, -78, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -86, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13035057173253, 33.371171511916266, 0, -110, -110, -110, -98.9, -110, -110, -81.1, -110, -110, -83.4, -110, -110, -110, -110, -86, -110, -110, -99.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -100, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -100.9, -110, -110, -110, -110, -110, -110, -110, -101.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -77.4, -110, -110, -110, -101.1, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -100.3, -110, -110, -110, -110, -110, -110, -110, -82.9, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13002871386666, 33.37178368085566, 270, -110, -110, -64, -58, -110, -73, -71, -110, -110, -110, -62, -110, -110, -80, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -86, -59, -87, -87, -110, -66, -110, -110, -84, -110, -110, -59, -110, -110, -110, -110, -79, -110, -110, -79, -110, -82, -110, -110, -81, -110, -110, -110, -110, -69, -75, -73, -68, -110, -67, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -86, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -83, -110, -110, -110, -110, -88, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.12992453467546, 33.37158776467472, 0, -110, -110, -110, -66, -73, -110, -48, -110, -110, -77, -110, -110, -71, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -71, -110, -110, -110, -76, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -76, -110, -110, -65, -110, -110, -72, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -57, -110, -110, -110, -110, -110, -74, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.12968049387863, 33.371616415679455, 0, -110, -110, -97.4, -102.6, -110, -106.9, -86.1, -102.4, -110, -87.4, -94.1, -90.7, -93.9, -110, -89.9, -110, -110, -106.3, -110, -110, -91.3, -110, -110, -99.8, -104.4, -110, -90.8, -99.2, -106.1, -97.1, -110, -110, -102.8, -110, -110, -110, -110, -94.8, -110, -110, -110, -110, -110, -110, -110, -110, -110, -93.7, -110, -110, -110, -110, -96, -110, -110, -95.1, -110, -96.7, -110, -110, -93.3, -110, -104, -107, -110, -110, -110, -84.4, -107.4, -110, -110, -102.8, -103, -105, -94.2, -110, -110, -110, -110, -110, -110, -110, -106.9, -110, -110, -110, -110, -110, -110, -110, -87.6, -84.4, -107.3, -100.4, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -106.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -104.4, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -101.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.12968049387863, 33.371616415679455, 180, -110, -110, -110, -110, -110, -110, -80.7, -90, -110, -80.3, -91.7, -89.3, -110, -110, -80.3, -110, -110, -90.3, -110, -110, -99.7, -110, -110, -110, -110, -110, -89.7, -110, -96, -93, -110, -110, -110, -110, -110, -110, -110, -102, -110, -110, -110, -110, -110, -97.3, -110, -110, -110, -110, -110, -110, -110, -110, -91, -110, -110, -93.7, -110, -91.7, -110, -110, -93.3, -110, -94, -110, -110, -110, -110, -80.7, -110, -110, -110, -99, -99, -110, -90.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -83.7, -79.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -100, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -92.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.12968049387863, 33.371616415679455, 270, -110, -110, -104, -100.4, -110, -104, -95.5, -100.5, -110, -98.8, -100.4, -100.1, -102.6, -110, -99.1, -110, -110, -100.4, -110, -110, -101.4, -110, -110, -101.7, -110, -110, -100, -104.4, -110, -104.6, -110, -110, -103.2, -110, -110, -110, -110, -104.3, -110, -110, -110, -104.1, -110, -110, -110, -110, -110, -103.9, -110, -104.6, -110, -110, -100.8, -110, -110, -102.5, -110, -107.5, -110, -110, -103.4, -110, -102.1, -105.8, -110, -110, -110, -95.9, -105.3, -110, -110, -104.4, -110, -110, -100.2, -110, -110, -110, -110, -110, -110, -110, -105, -110, -110, -110, -110, -110, -110, -105.4, -98.5, -95.5, -110, -105.4, -110, -110, -110, -110, -110, -110, -110, -110, -110, -105.2, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -107.8, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -104.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13018523135922, 33.37152553302089, 270, -110, -110, -43, -62, -110, -72, -110, -90, -110, -110, -110, -89, -110, -76, -110, -62, -58, -110, -110, -110, -88, -110, -110, -110, -110, -65, -87, -110, -110, -110, -83, -87, -110, -110, -110, -87, -80, -110, -79, -110, -110, -69, -110, -110, -80, -110, -110, -110, -110, -71, -80, -85, -110, -110, -85, -110, -87, -110, -87, -86, -110, -110, -110, -57, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -81, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -88, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -83, -110, -110, -110, -88, -110, -110, -110, -110, -110, -66, -74, -110, -74, -69, -75, -110, -110, -110, -110, -110, -110, -110, -110, -73, -110, -110, -76, -110, -110, -110, -110, -110, -110, -110, -110, -110, -71, -110, -66, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -91, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13018211961058, 33.371341980065296, 90, -110, -110, -53, -66, -110, -72, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -54, -110, -110, -110, -110, -68, -110, -110, -110, -110, -110, -67, -58, -69, -110, -61, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -70, -110, -60, -110, -110, -110, -110, -110, -63, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -67, -110, -110, -110, -110, -110, -75, -72, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -67, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -68, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -62, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.129689268475396, 33.37155740708113, 90, -74, -76, -74, -71, -78, -110, -63, -81, -75, -68, -77, -84, -77, -110, -73, -79, -83, -75, -83, -82, -83, -65, -83, -76, -74, -110, -84, -110, -110, -110, -110, -110, -68, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -79, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.129689268475396, 33.37155740708113, 180, -74, -76, -76, -110, -71, -110, -61, -81, -110, -67, -110, -84, -77, -110, -70, -75, -83, -71, -74, -74, -110, -62, -110, -76, -80, -110, -84, -76, -110, -110, -110, -110, -68, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -78, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -79, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.1299904442427, 33.371609562453564, 0, -110, -110, -67, -60, -110, -110, -55, -74, -110, -110, -66, -80, -76, -71, -110, -110, -110, -75, -110, -110, -110, -110, -110, -78, -110, -110, -80, -110, -77, -76, -110, -110, -110, -110, -110, -110, -83, -73, -85, -110, -110, -110, -110, -110, -83, -110, -110, -73, -110, -69, -110, -110, -66, -110, -110, -110, -110, -74, -110, -110, -110, -110, -74, -110, -79, -110, -110, -67, -74, -110, -74, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -81, -71, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
